,Catégorie,Nom du médicament,Espace thérapeutique,Dénomination commune internationale (DCI) / nom commun,Substance active,Numéro de produit,Sécurité du patient,Statut d'autorisation,Code ATC,Surveillance supplémentaire,Générique,Biosimilaire,Approbation conditionnelle,Circonstances exceptionnelles,Évaluation accélérée,Médecine orpheline,Date de l'autorisation de mise sur le marché,Date de refus d'autorisation de mise sur le marché,Titulaire de l'autorisation de mise sur le marché/nom de l'entreprise,Groupe pharmacothérapeutique humain,Groupe pharmacothérapeutique vétérinaire,Date de l'avis,Date de décision,Numéro de révision,État/indication,Première publication,Date de révision,URL,usage_df1,risque
47,Human,Trizivir,Infections à VIH,abacavir (as sulfate) / lamivudine / zidovudine,"abacavir (as sulfate), lamivudine, zidovudine",EMEA/H/C/000338,no,Authorised,J05AR04,no,no,no,no,no,no,no,2000-12-27 01:00:00,,ViiV Healthcare BV,Antivirals for systemic use,,2000-09-21 00:00:00,2023-11-15 01:00:00,43.0,"Trizivir est indiqué pour le traitement de l'infection par le virus de l'immunodéficience humaine (VIH) chez l'adulte. Cette association fixe remplace les trois composants (abacavir, lamivudine et zidovudine) utilisés séparément à des doses similaires. Il est recommandé de commencer le traitement par l'abacavir, la lamivudine et la zidovudine séparément pendant les six à huit premières semaines. Le choix de cette association fixe doit reposer non seulement sur des critères d'observance potentiels, mais principalement sur l'efficacité attendue et le risque lié aux trois analogues nucléosidiques. La démonstration de l'intérêt de Trizivir repose principalement sur les résultats d'études réalisées chez des patients naïfs de traitement ou patients modérément expérimentés avec des antirétroviraux et dont la maladie n'est pas avancée. Chez les patients ayant une charge virale élevée (> 100 000 copies/ml), le choix du traitement doit faire l'objet d'une attention particulière. Dans l'ensemble, la suppression virologique avec ce schéma thérapeutique à trois nucléosides pourrait être inférieure à celle obtenue avec d'autres multithérapies, notamment y compris les inhibiteurs de protéase boostés ou les inhibiteurs non nucléosidiques de la transcriptase inverse, par conséquent l'utilisation de Trizivir ne doit être envisagée que dans des circonstances particulières (par exemple, co-infection avec la tuberculose). Avant de commencer le traitement par l'abacavir, effectuer un dépistage du portage du HLA-B*5701. l'allèle doit être réalisée chez tout patient infecté par le VIH, quelle que soit son origine raciale. Un dépistage est également recommandé avant la reprise du traitement par l'abacavir chez les patients de statut HLA-B*5701 inconnu qui ont déjà toléré l'abacavir (voir « prise en charge après une interruption du traitement par Trizivir »). L'abacavir ne doit pas être utilisé chez les patients connus pour être porteurs de l'allèle HLA-B*5701, à moins qu'aucune autre option thérapeutique ne soit disponible chez ces patients, sur la base des antécédents de traitement et des tests de résistance.",2018-01-25 16:42:00,2023-11-29 15:07:00,https://www.ema.europa.eu/en/medicines/human/EPAR/trizivir,"Comment Trizivir est-il utilisé ?
Trizivir ne peut être obtenu que sur ordonnance et le traitement doit être instauré par un médecin expérimenté dans la gestion de l'infection par le VIH.
Avant de commencer un traitement par abacavir, tous les patients doivent subir un test pour savoir s’ils sont porteurs d’un gène appelé « HLA?B (type 5701) ». Les patients porteurs de ce gène courent un risque accru de réaction allergique à l'abacavir et ne doivent donc pas prendre Trizivir.","Quels sont les risques liés au Trizivir ?
Les effets les plus fréquemment observés sous Trizivir (qui peuvent affecter plus d’une personne sur 10) sont des maux de tête et des nausées (envie de vomir). Pour la liste complète des effets secondaires de Trizivir, voir la notice.
Des réactions d'hypersensibilité (réactions allergiques) surviennent chez les patients prenant Trizivir, généralement au cours des 6 premières semaines de traitement, et peuvent mettre la vie en danger. Le risque d'hypersensibilité est plus élevé chez les patients porteurs du gène HLA?B (type 5701). Les symptômes comprennent presque toujours de la fièvre ou des éruptions cutanées, mais aussi très fréquemment des nausées, des vomissements, de la diarrhée, des douleurs abdominales (ventre), des maux de tête, des analyses de sang montrant des signes de lésions hépatiques, des douleurs musculaires, une dyspnée (difficulté à respirer), de la toux, une léthargie (manque de respiration). énergie) et un malaise. Le traitement par Trizivir doit être arrêté rapidement si le patient présente une réaction d'hypersensibilité. Pour plus d'informations, consultez la notice."
48,Human,Trixeo Aerosphere,Maladie pulmonaire obstructive chronique,"formoterol, glycopyrronium bromide, budesonide","formoterol fumarate dihydrate, Glycopyrronium bromide, Budesonide",EMEA/H/C/004983,no,Authorised,R03AL,no,no,no,no,no,no,no,2020-12-09 01:00:00,,AstraZeneca AB,"Drugs for obstructive airway diseases, ",,2020-10-15 00:00:00,2023-11-23 01:00:00,5.0,Trixeo Aerosphere est indiqué comme traitement d'entretien chez les patients adultes atteints de maladie pulmonaire obstructive chronique (MPOC) modérée à sévère qui ne sont pas traités de manière adéquate par une association d'un corticostéroïde inhalé et d'un agoniste bêta2 à action prolongée ou par une association d'un agoniste bêta2 à action prolongée et un antagoniste muscarinique à action prolongée.,2021-01-05 16:16:00,2023-11-29 14:10:00,https://www.ema.europa.eu/en/medicines/human/EPAR/trixeo-aerosphere,"Comment Trixeo Aérosphère est-il utilisé ?
Trixeo Aerosphere ne peut être obtenu que sur ordonnance. Il est disponible dans un inhalateur portable. La dose recommandée est de deux inhalations deux fois par jour (deux le matin et deux le soir). Un médecin ou un autre professionnel de la santé doit montrer aux patients comment utiliser correctement l'inhalateur.","Quels sont les risques liés à Trixeo Aerosphere ?
Les effets indésirables les plus couramment observés sous Trixeo Aerosphere (qui peuvent affecter jusqu'à 1 personne sur 10) sont la pneumonie (infection pulmonaire), les maux de tête et les infections des voies urinaires."
49,Human,Slenyto,Troubles de l'initiation et du maintien du sommeil ; Trouble autistique,melatonin,melatonin,EMEA/H/C/004425,no,Authorised,N05CH01,no,no,no,no,no,no,no,2018-09-20 00:00:00,,RAD Neurim Pharmaceuticals EEC SARL,Psycholeptics,,2018-07-26 00:00:00,2023-11-24 01:00:00,10.0,"Slenyto est indiqué dans le traitement de l'insomnie chez les enfants et adolescents âgés de 2 à 18 ans atteints de troubles du spectre autistique (TSA) et/ou du syndrome de Smith-Magenis, lorsque les mesures d'hygiène du sommeil ont été insuffisantes.",2018-10-10 16:10:00,2023-11-29 14:01:00,https://www.ema.europa.eu/en/medicines/human/EPAR/slenyto,"Comment Slenyto est-il utilisé ?
Slenyto est disponible sous forme de comprimés (1 et 5 mg). La dose normale est de 2 mg à prendre 30 minutes à une heure avant le coucher. La dose peut être augmentée jusqu'à un maximum de 10 mg si le médicament n'agit pas suffisamment bien. Le médecin doit revoir le traitement régulièrement, au moins tous les 6 mois, et ne poursuivre le traitement que si le patient en retire un bénéfice.
Le médicament ne peut être obtenu que sur ordonnance. Pour plus d'informations sur l'utilisation de Slenyto, consultez la notice ou contactez votre médecin ou votre pharmacien.","Quels sont les risques associés à Slenyto ?
Les effets indésirables les plus fréquemment observés sous Slenyto (qui peuvent toucher jusqu'à 1 personne sur 10) sont la somnolence, la fatigue, les sautes d'humeur, les maux de tête, l'irritabilité, l'agressivité et la gueule de bois. Pour la liste complète des effets secondaires et des restrictions, consultez le ."
50,Human,Truxima,Lymphome non hodgkinien ; Arthrite rhumatoïde ; Granulomatose de Wegener ; Leucémie lymphocytaire chronique à cellules B ; Polyangéite microscopique,rituximab,rituximab,EMEA/H/C/004112,no,Authorised,L01FA01,no,no,yes,no,no,no,no,2017-02-17 01:00:00,,Celltrion Healthcare Hungary Kft.,Antineoplastic agents,,2016-12-15 01:00:00,2023-08-16 00:00:00,20.0,"Truxima est indiqué chez les adultes pour les indications suivantes : Lymphome non hodgkinien (LNH) Truxima est indiqué pour le traitement des patients non traités antérieurement atteints d'un lymphome folliculaire de stade III IV, en association avec une chimiothérapie. Le traitement d'entretien Truxima est indiqué pour le traitement des patients atteints d'un lymphome folliculaire. répondant au traitement d'induction. Truxima en monothérapie est indiqué pour le traitement des patients atteints d'un lymphome folliculaire de stade III IV qui sont chimiorésistants ou qui en sont à leur deuxième rechute ou ultérieure après la chimiothérapie. Truxima est indiqué pour le traitement des patients atteints de lymphome folliculaire CD20 positif diffus à grandes cellules B non Lymphome de Hodgkin en association avec une chimiothérapie CHOP (cyclophosphamide, doxorubicine, vincristine, prednisolone). Leucémie lymphoïde chronique (LLC) Truxima en association avec une chimiothérapie est indiqué pour le traitement des patients atteints de LLC non traitée auparavant et en rechute/réfractaire. Seules des données limitées sont disponibles sur l'efficacité et la sécurité chez les patients préalablement traités par des anticorps monoclonaux, dont Truxima, ou chez les patients réfractaires à Truxima plus une chimiothérapie antérieure. Polyarthrite rhumatoïde Truxima en association avec le méthotrexate est indiqué pour le traitement des patients adultes atteints de polyarthrite rhumatoïde active sévère qui ont eu un réponse inadéquate ou intolérance à d'autres médicaments antirhumatismaux modificateurs de la maladie (ARMM), y compris un ou plusieurs traitements inhibiteurs du facteur de nécrose tumorale (TNF). Il a été démontré que Truxima réduit le taux de progression des lésions articulaires mesurées par rayons X et améliore la fonction physique , lorsqu'il est administré en association avec le méthotrexate.Granulomatose avec polyangéite et polyangéite microscopiqueTruxima, en association avec des glucocorticoïdes, est indiqué dans le traitement des patients adultes atteints de granulomatose sévère et active avec polyangéite (Wegener) (GPA) et polyangéite microscopique (MPA).Pemphigus vulgarisTruxima est indiqué pour le traitement des patients atteints de pemphigus vulgaire (PV) modéré à sévère.",2018-05-17 16:02:00,2023-11-29 13:35:00,https://www.ema.europa.eu/en/medicines/human/EPAR/truxima,,
51,Human,Ruxience,Leucémie lymphocytaire chronique à cellules B ; Arthrite rhumatoïde ; Polyangéite microscopique ; Pemphigus,rituximab,rituximab,EMEA/H/C/004696,no,Authorised,L01XC02,yes,no,yes,no,no,no,no,2020-04-01 00:00:00,,Pfizer Europe MA EEIG ,Antineoplastic agents,,2020-01-30 01:00:00,2023-08-23 00:00:00,11.0,"Ruxience est indiqué chez l'adulte dans les indications suivantes : Lymphome non hodgkinien (LNH) Ruxience est indiqué pour le traitement des patients non traités antérieurement atteints d'un lymphome folliculaire de stade III à IV, en association avec une chimiothérapie. Le traitement d'entretien Ruxience est indiqué pour le traitement du lymphome folliculaire. patients répondant au traitement d'induction. Ruxience en monothérapie est indiqué pour le traitement des patients atteints d'un lymphome folliculaire de stade III à IV qui sont chimiorésistants ou qui en sont à leur deuxième rechute ou ultérieure après la chimiothérapie. Ruxience est indiqué pour le traitement des patients atteints de lymphome folliculaire CD20 positif diffus à grandes cellules B. lymphome non hodgkinien en association avec une chimiothérapie CHOP (cyclophosphamide, doxorubicine, vincristine, prednisolone). Leucémie lymphoïde chronique (LLC) Ruxience en association avec une chimiothérapie est indiqué pour le traitement des patients atteints de LLC non préalablement traitée et en rechute/réfractaire. Seules des données limitées sont disponibles sur l'efficacité et la sécurité chez les patients préalablement traités par des anticorps monoclonaux, notamment le rituximab, ou chez les patients réfractaires à un précédent rituximab associé à une chimiothérapie. Polyarthrite rhumatoïdeRuxience en association avec le méthotrexate est indiqué pour le traitement des patients adultes atteints de polyarthrite rhumatoïde active sévère qui ont eu un réponse inadéquate ou intolérance à d'autres médicaments antirhumatismaux de fond (ARMM), y compris un ou plusieurs traitements par inhibiteurs du facteur de nécrose tumorale (TNF). Il a été démontré que Ruxience réduit le taux de progression des lésions articulaires mesurées par rayons X et améliorer la fonction physique, lorsqu'il est administré en association avec le méthotrexate.Granulomatose avec polyangéite et polyangéite microscopiqueRuxience, en association avec des glucocorticoïdes, est indiqué pour le traitement des patients adultes atteints de granulomatose sévère et active avec polyangéite (Wegener) (GPA) et polyangéite microscopique (MPA) .Pemphigus vulgarisRuxience est indiqué pour le traitement des patients atteints de pemphigus vulgaire (PV) modéré à sévère.",2020-04-07 11:40:00,2023-11-29 13:25:00,https://www.ema.europa.eu/en/medicines/human/EPAR/ruxience,"Comment Ruxience est-il utilisé ?
Ruxience ne peut être obtenu que sur ordonnance. Il doit être administré sous la surveillance étroite d'un professionnel de santé expérimenté et dans un endroit où des installations de réanimation des patients sont immédiatement disponibles. Le médicament est administré par perfusion (goutte-à-goutte) dans une veine.
Avant chaque perfusion, le patient doit recevoir un antihistaminique (pour prévenir les réactions allergiques) et un antipyrétique (un médicament pour réduire la fièvre). En fonction de l'affection traitée, les patients reçoivent également d'autres médicaments pour gérer les effets secondaires.
Pour plus d'informations sur l'utilisation de Ruxience, consultez la notice ou contactez votre médecin ou votre pharmacien.","Quels sont les risques liés à Ruxience ?
La sécurité de Ruxience a été évaluée et sur la base de toutes les études réalisées, les effets indésirables du médicament sont considérés comme comparables à ceux du médicament de référence MabThera.
Les effets secondaires les plus courants sous Ruxience sont des réactions liées à la perfusion (telles que fièvre, frissons et frissons), tandis que les effets secondaires graves les plus courants sont des réactions à la perfusion, des infections et des problèmes cardiaques.
Ruxience ne doit pas être utilisé chez les personnes hypersensibles (allergiques) au rituximab, aux protéines de souris ou à l’un des autres composants ou chez les patients présentant une infection grave ou un système immunitaire (les défenses de l’organisme) sévèrement affaibli. Les patients atteints de polyarthrite rhumatoïde, de GPA, de MPA ou de pemphigus vulgaire ne doivent pas non plus recevoir Ruxience s'ils ont de graves problèmes cardiaques."
52,Human,Advate,Hémophilie A,octocog alfa,Octocog alfa,EMEA/H/C/000520,no,Authorised,B02BD02,no,no,no,no,no,no,no,2004-03-02 01:00:00,,Takeda Manufacturing Austria AG,Antihemorrhagics,,,2023-11-24 01:00:00,32.0,Traitement et prophylaxie des saignements chez les patients atteints d'hémophilie A (déficit congénital en facteur VIII). Advate ne contient pas de facteur de von Willebrand en quantités pharmacologiquement efficaces et n'est donc pas indiqué dans la maladie de von Willebrand.,2018-06-14 00:00:00,2023-11-29 13:14:00,https://www.ema.europa.eu/en/medicines/human/EPAR/advate,"Comment Advate est-il utilisé ?
Advate ne peut être obtenu que sur ordonnance et le traitement doit être instauré par un médecin expérimenté dans le traitement de l'hémophilie et avec un matériel de réanimation disponible en cas de réaction allergique sévère (anaphylaxie).
Advate est disponible sous forme de poudre et de solvant qui sont mélangés pour obtenir une solution injectable dans une veine. La dose et la durée du traitement dépendent du fait qu'Advate soit utilisé pour traiter ou prévenir les saignements ou pendant une intervention chirurgicale, ainsi que des taux de facteur VIII du patient, de la gravité de l'hémophilie, de l'étendue et de la localisation du saignement, ainsi que de l'état et du poids corporel du patient. . Advate est destiné à une utilisation à court ou à long terme.
Les patients ou leurs soignants peuvent être en mesure d'administrer Advate eux-mêmes à domicile une fois qu'ils ont été formés de manière appropriée. Pour plus de détails, consultez la notice.","Quels sont les risques associés à Advate ?
Les effets secondaires courants sous Advate (touchant entre 1 et 10 patients sur 100) sont des maux de tête et de la fièvre (fièvre).
Des réactions d'hypersensibilité (allergiques) ont été rapportées et peuvent, dans certains cas, devenir graves.
Il existe un risque avec les médicaments à base de facteur VIII que certains patients développent des inhibiteurs (anticorps) contre le facteur VIII, ce qui entraînerait l'arrêt de l'action du médicament et entraînerait une perte de contrôle des saignements. Dans de tels cas, il convient de contacter un centre spécialisé en hémophilie."
53,Human,MabThera,Lymphome non hodgkinien ; Arthrite rhumatoïde ; Leucémie lymphocytaire chronique à cellules B,rituximab,rituximab,EMEA/H/C/000165,no,Authorised,L01XC02,no,no,no,no,no,no,no,1998-06-02 00:00:00,,Roche Registration GmbH,Antineoplastic agents,,1998-01-28 01:00:00,2023-08-16 00:00:00,60.0,"MabThera est indiqué chez l'adulte dans les indications suivantes : Lymphome non hodgkinien (LNH) MabThera est indiqué dans le traitement des patients adultes non préalablement traités atteints d'un lymphome folliculaire de stade III IV, en association avec une chimiothérapie. Le traitement d'entretien MabThera est indiqué dans le traitement des patients adultes. patients atteints d'un lymphome folliculaire répondant au traitement d'induction. MabThera en monothérapie est indiqué pour le traitement des patients adultes atteints d'un lymphome folliculaire de stade III à IV qui sont chimiorésistants ou qui en sont à leur deuxième rechute ou plus après la chimiothérapie. MabThera est indiqué pour le traitement des patients adultes atteints d'un lymphome folliculaire positif au CD20. lymphome non hodgkinien diffus à grandes cellules B en association avec une chimiothérapie CHOP (cyclophosphamide, doxorubicine, vincristine, prednisolone). MabThera en association avec une chimiothérapie est indiqué pour le traitement des patients pédiatriques (âgés de ≥ 6 mois à < 18 ans) atteints de lymphome non hodgkinien diffus à grandes cellules B. Lymphome diffus à grandes cellules B (DLBCL) CD20 positif de stade avancé, lymphome de Burkitt (BL)/leucémie de Burkitt (leucémie aiguë mature à cellules B) (LBA) ou lymphome de type Burkitt (BLL). Leucémie lymphoïde chronique (LLC) MabThera dans l'association avec la chimiothérapie est indiquée pour le traitement des patients atteints de LLC non traitée auparavant et en rechute/réfractaire. Seules des données limitées sont disponibles sur l'efficacité et la sécurité chez les patients préalablement traités par des anticorps monoclonaux, notamment MabThera, ou chez les patients réfractaires à un précédent MabThera plus chimiothérapie. Polyarthrite rhumatoïde MabThera en association avec le méthotrexate est indiqué dans le traitement des patients adultes atteints de polyarthrite rhumatoïde active sévère qui ont eu un réponse inadéquate ou intolérance à d'autres médicaments antirhumatismaux de fond (ARMM), y compris un ou plusieurs traitements par inhibiteurs du facteur de nécrose tumorale (TNF). Il a été démontré que MabThera réduit le taux de progression des lésions articulaires mesurées par rayons X et améliorer la fonction physique, lorsqu'il est administré en association avec le méthotrexate. Granulomatose avec polyangéite et polyangéite microscopique MabThera, en association avec des glucocorticoïdes, est indiqué dans le traitement des patients adultes atteints de granulomatose sévère et active avec polyangéite (Wegener) (GPA) et polyangéite microscopique (MPA). .MabThera, en association avec des glucocorticoïdes, est indiqué pour l'induction de la rémission chez les patients pédiatriques (âgés de ≥ 2 à < 18 ans) atteints de GPA (Wegener) et de MPA sévères et actifs. Pemphigus vulgaris MabThera est indiqué pour le traitement des patients atteints de syndrome de Wegener modéré. à un pemphigus vulgaire (PV) sévère.",2018-08-09 00:00:00,2023-11-29 12:41:00,https://www.ema.europa.eu/en/medicines/human/EPAR/mabthera,,
54,Human,Vyvgart,Myasthénie grave,efgartigimod alfa,Efgartigimod alfa,EMEA/H/C/005849,no,Authorised,L04AA58,yes,no,no,no,no,no,yes,2022-08-10 00:00:00,,Argenx,Immunosuppressants,,2022-06-23 00:00:00,2023-11-15 01:00:00,5.0,Vyvgart est indiqué en complément du traitement standard pour le traitement des patients adultes atteints de myasthénie grave généralisée (gMG) qui sont positifs aux anticorps anti-récepteur de l'acétylcholine (AChR).,2022-06-20 17:14:00,2023-11-28 18:00:00,https://www.ema.europa.eu/en/medicines/human/EPAR/vyvgart,"Comment Vyvgart est-il utilisé ?
Vyvgart n'est délivré que sur ordonnance et le traitement doit être initié par des médecins expérimentés dans la prise en charge des patients atteints de troubles neuromusculaires.
Vyvgart est disponible sous forme de solution à diluer à administrer sous forme de perfusion (goutte-à-goutte) dans une veine. La dose de Vyvgart dépend du poids du patient et est administrée une fois par semaine sur des cycles de 4 semaines. Le médecin décidera du nombre de cycles à administrer après avoir examiné la réaction du patient au traitement.","Quels sont les risques associés à Vyvgart ?
Les effets indésirables les plus couramment observés sous Vyvgart, qui peuvent affecter environ 1 personne sur 10, sont les infections des voies respiratoires supérieures (infections du nez et de la gorge) et les infections des voies urinaires (infection des parties du corps qui collectent et évacuent l'urine)."
55,Human,Riltrava Aerosphere,Maladie pulmonaire obstructive chronique,"formoterol fumarate dihydrate, glycopyrronium, budesonide","Budesonide, formoterol fumarate dihydrate, Glycopyrronium bromide",EMEA/H/C/005311,no,Authorised,R03AL11,no,no,no,no,no,no,no,2022-01-06 01:00:00,,AstraZeneca AB,"Drugs for obstructive airway diseases, ",,2021-11-11 01:00:00,2023-11-23 01:00:00,3.0,"Riltrava Aerosphere est indiqué comme traitement d'entretien chez les patients adultes atteints de maladie pulmonaire obstructive chronique (MPOC) modérée à sévère qui ne sont pas traités de manière adéquate par une association d'un corticostéroïde inhalé et d'un agoniste bêta2 à action prolongée ou par une association d'un agoniste bêta2 à action prolongée. et un antagoniste muscarinique à action prolongée (pour les effets sur le contrôle des symptômes et la prévention des exacerbations, voir rubrique 5.1).",2021-11-10 14:47:00,2023-11-28 17:59:00,https://www.ema.europa.eu/en/medicines/human/EPAR/riltrava-aerosphere,"Comment l’Aérosphère Riltrava est-elle utilisée ?
Riltrava Aerosphere ne peut être obtenu que sur ordonnance. Il est disponible dans un inhalateur portable. La dose recommandée est de deux inhalations deux fois par jour (deux le matin et deux le soir). Un médecin ou un autre professionnel de la santé doit montrer aux patients comment utiliser correctement l'inhalateur.","Quels sont les risques associés à Riltrava Aerosphere ?
Les effets indésirables les plus couramment observés sous Riltrava Aerosphere (qui peuvent affecter jusqu'à 1 personne sur 10) sont la pneumonie (infection pulmonaire), les maux de tête et les infections des voies urinaires."
56,Human,Pirfenidone Viatris,Fibrose pulmonaire idiopatique; Maladies pulmonaires; Maladies des voies respiratoires,pirfenidone,Pirfenidone,EMEA/H/C/005862,no,Authorised,L04AX05,no,yes,no,no,no,no,no,2023-01-10 01:00:00,,Viatris Limited,Immunosuppressants,,2022-11-10 01:00:00,2023-11-20 01:00:00,1.0,Pirfenidone Viatris est indiqué chez l'adulte pour le traitement de la fibrose pulmonaire idiopathique (FPI) légère à modérée.,2022-11-04 13:57:00,2023-11-28 17:41:00,https://www.ema.europa.eu/en/medicines/human/EPAR/pirfenidone-viatris,"Comment Pirfenidone Viatris est-il utilisé ?
Pirfenidone Viatris est disponible sous forme de comprimés (267, 534 ou 801 mg) à prendre au moment des repas. La dose de Pirfenidone Viatris est augmentée régulièrement, en commençant par 267 mg trois fois par jour la première semaine, jusqu'à 534 mg trois fois par jour la deuxième semaine et 801 mg trois fois par jour à partir de la troisième semaine.
Les patients présentant des effets secondaires tels que des problèmes d'estomac, des réactions cutanées à la lumière ou des modifications significatives des taux d'enzymes hépatiques peuvent devoir prendre une dose plus faible ou voir leur traitement être interrompu au moins temporairement.","Quels sont les avantages et les risques de Pirfenidone Viatris ?
Pirfenidone Viatris étant un médicament générique et bioéquivalent au médicament de référence Esbriet, ses bénéfices et ses risques sont considérés comme étant les mêmes que ceux du médicament de référence."
57,Human,Zessly,"Arthrite, psoriasique ; Psoriasis; Maladie de Crohn ; Arthrite rhumatoïde ; Colite ulcéreuse ; Spondylarthrite ankylosante",infliximab,infliximab,EMEA/H/C/004647,no,Authorised,L04AB02,no,no,yes,no,no,no,no,2018-05-18 00:00:00,,Sandoz GmbH,Immunosuppressants,,2018-03-22 01:00:00,2023-11-27 01:00:00,12.0,"Traitement de la polyarthrite rhumatoïde, de la maladie de Crohn, de la colite ulcéreuse, de la spondylarthrite ankylosante, du rhumatisme psoriasique et du psoriasis.",2018-05-18 14:26:00,2023-11-28 16:41:00,https://www.ema.europa.eu/en/medicines/human/EPAR/zessly,"Comment Zessly est-il utilisé ?
Zessly est administré par perfusion (goutte-à-goutte) dans une veine pendant 2 heures. Après chaque perfusion, le patient doit être surveillé pendant 1 à 2 heures en cas de réaction allergique, telle qu'un gonflement de la bouche, du visage et de la gorge, une éruption cutanée et des difficultés respiratoires.
Pour réduire le risque de réactions liées à la perfusion, les patients peuvent recevoir d'autres médicaments avant ou pendant le traitement par Zessly ou la perfusion peut être ralentie.","Quels sont les risques associés à Zessly ?
La sécurité de Zessly a été évaluée et, sur la base de toutes les études réalisées, les effets secondaires du médicament sont considérés comme comparables à ceux du médicament de référence Remicade.
Les effets indésirables les plus couramment observés sous Zessly (pouvant affecter plus d'une personne sur 10) sont les infections virales (telles que la grippe et les boutons de fièvre), les maux de tête, les infections des voies respiratoires supérieures (infection du nez et de la gorge), la sinusite (inflammation des sinus). ), nausées (envie de vomir), douleurs abdominales (mal de ventre), réactions et douleurs liées à la perfusion. Pour la liste complète des effets secondaires de Zessly, voir la notice.
Zessly ne doit pas être utilisé chez les patients hypersensibles (allergiques) à l'infliximab, aux protéines de souris ou à l'un des autres composants contenus dans Zessly. Zessly ne doit pas non plus être utilisé chez les patients atteints de tuberculose, d'autres infections graves ou d'insuffisance cardiaque modérée ou sévère (lorsque le cœur ne pompe pas le sang aussi bien qu'il le devrait)."
58,Human,Cyramza,Tumeurs de l'estomac,ramucirumab,Ramucirumab,EMEA/H/C/002829,no,Authorised,L01FX,no,no,no,no,no,no,no,2014-12-19 01:00:00,,Eli Lilly Nederland B.V.,Antineoplastic agents,,,2022-12-12 01:00:00,16.0,"Cancer gastrique Cyramza en association avec le paclitaxel est indiqué dans le traitement des patients adultes atteints d'un cancer gastrique avancé ou d'un adénocarcinome de la jonction gastro-œsophagienne avec progression de la maladie après une chimiothérapie antérieure à base de platine et de fluoropyrimidine. Cyramza en monothérapie est indiqué dans le traitement des patients adultes atteints d'un cancer gastrique avancé ou d'un cancer gastro-œsophagien avancé. -adénocarcinome de la jonction œsophagienne avec progression de la maladie après une chimiothérapie antérieure à base de platine ou de fluoropyrimidine, pour lequel un traitement en association avec le paclitaxel n'est pas approprié. Cancer colorectal Cyramza, en association avec le FOLFIRI (irinotécan, acide folinique et 5-fluorouracile), est indiqué dans le traitement de patients adultes atteints d'un cancer colorectal métastatique (CCRm) avec progression de la maladie pendant ou après un traitement antérieur par le bevacizumab, l'oxaliplatine et une fluoropyrimidine. Cancer du poumon non à petites cellules Cyramza en association avec le docétaxel est indiqué pour le traitement des patients adultes atteints d'un cancer colorectal non à petites cellules localement avancé ou métastatique. cancer du poumon à petites cellules avec progression de la maladie après une chimiothérapie à base de platine. Carcinome hépatocellulaire Cyramza en monothérapie est indiqué pour le traitement des patients adultes atteints d'un carcinome hépatocellulaire avancé ou non résécable qui ont une alpha-fœtoprotéine sérique (AFP) ≥ 400 ng/ml et qui ont déjà été traités. traité par sorafénib.",2018-02-12 13:04:00,2023-11-28 14:50:00,https://www.ema.europa.eu/en/medicines/human/EPAR/cyramza,"Comment Cyramza est-il utilisé ?
Cyramza est administré par perfusion (goutte-à-goutte) dans une veine. Il ne peut être obtenu que sur ordonnance et le traitement doit être instauré et supervisé par un spécialiste expérimenté dans le traitement du cancer.","Quels sont les risques liés à Cyramza ?
Les effets indésirables les plus couramment observés sous Cyramza lorsqu'il est utilisé seul (et peuvent affecter plus d'une personne sur 10) comprennent un œdème périphérique (gonflement des chevilles et des pieds dû à une rétention d'eau), une hypertension artérielle, une diarrhée, des douleurs abdominales, des maux de tête, protéinurie (excès de protéines dans l'urine) et thrombocytopénie (faible nombre de plaquettes sanguines pouvant entraîner des saignements et des ecchymoses). Les effets secondaires les plus courants lorsque Cyramza est utilisé avec une chimiothérapie sont la fatigue ou la faiblesse, la neutropénie (faible nombre d'un type particulier de globules blancs), la diarrhée, les saignements de nez et la stomatite (inflammation de la muqueuse buccale). Les effets indésirables les plus fréquemment observés lorsque Cyramza est utilisé avec l’erlotinib sont les infections, la diarrhée, l’hypertension artérielle, la stomatite, la protéinurie, la chute des cheveux et les saignements de nez.
Les effets indésirables les plus graves rapportés (soit avec Cyramza seul, soit en association avec d'autres médicaments anticancéreux) comprennent une perforation gastro-intestinale (un trou qui se développe dans la paroi de l'intestin), une hémorragie gastro-intestinale sévère (saignement de l'intestin) et des événements thromboemboliques artériels (problèmes). causée par des caillots sanguins et un blocage des artères)."
